[Countries]
Philippines=011101011xxxxxxx,9,Philippinrd.bmp
Poland=010010001xxxxxxx,9,Poland.bmp
Portugal=010010010xxxxxxx,9,Portugal.bmp
Qatar=00000110101000xx,14,Quatar.bmp
Republic of Korea=011100011xxxxxxx,9,Korea-South.bmp
Republic of Macedonia=01010001001000xx,14,Macedonia.bmp
Republic of Moldova=01010000010011xx,14,Moldova.bmp
Romania=010010100xxxxxxx,9,Romania.bmp
Russian Federation=0001xxxxxxxxxxxx,4,Russia.bmp
Rwanda=000001101110xxxx,12,Rwanda.bmp
Saint Lucia=11001000110000xx,14,StLucia.bmp
Saint Vincent and the Grenadines=00001011110000xx,14,StVincent.bmp
Samoa=10010000001000xx,14,Samoa.bmp
San Marino=01010000000000xx,14,SanMarino.bmp
Sao Tome and Principe=00001001111000xx,14,SaoTomePrincipe.bmp
Saudi Arabia=011100010xxxxxxx,9,SaudiArabia.bmp
Senegal=000001110000xxxx,12,Senegal.bmp
Seychelles=00000111010000xx,14,Seychelles.bmp
Sierra Leone=00000111011000xx,14,SierraLeone.bmp
Singapore=011101101xxxxxxx,9,Singaporre.bmp
Slovakia=01010000010111xx,14,Slovakia.bmp
Slovenia=01010000011011xx,14,Slovenia.bmp
Solomon Islands=10001001011100xx,14,SolomonIsles.bmp
Somalia=000001111000xxxx,12,Somalia.bmp
South Africa=000000001xxxxxxx,9,SouthAfrica.bmp
Spain=001101xxxxxxxxxx,6,Spain.bmp
Sri Lanka=011101110xxxxxxx,9,SriLanka.bmp
Sudan=000001111100xxxx,12,Sudan.bmp
Suriname=000011001000xxxx,12,Surinam.bmp
Swaziland=00000111101000xx,14,Swaziland.bmp
Sweden=010010101xxxxxxx,9,Sweden.bmp
Switzerland=010010110xxxxxxx,9,Switzerland.bmp
Syrian Arab Republic=011101111xxxxxxx,9,Syria.bmp
Tajikistan=01010001010100xx,14,Tajikstan.bmp
Thailand=100010000xxxxxxx,9,Thailand.bmp
Togo=000010001000xxxx,12,Togo.bmp
Tonga=11001000110100xx,14,Tonga.bmp
Trinidad and Tobago=000011000110xxxx,12,TrinidadandTobago.bmp
Tunisia=000000101xxxxxxx,9,Tunisia.bmp
Turkey=010010111xxxxxxx,9,Turkey.bmp
Turkmenistan=01100000000110xx,14,Turkmmen.bmp
Uganda=000001101000xxxx,12,Uganda.bmp
Ukraine=010100001xxxxxxx,9,Ukraine.bmp
United Arab Emirates=100010010110xxxx,12,ArabEmirates.bmp
United Kingdom=010000xxxxxxxxxx,6,UnitedKingdom.bmp
United Republic of Tanzania=000010000000xxxx,12,Tanzania.bmp
United States=1010xxxxxxxxxxxx,4,UnitedStates.bmp
Uruguay=111010010000xxxx,12,Uraguay.bmp
Uzbekistan=01010000011111xx,14,Uzbekistan.bmp
Vanuatu=11001001000000xx,14,Vanuatu.bmp
Venezuela=000011011xxxxxxx,9,Venezuela.bmp
Viet Nam=100010001xxxxxxx,9,Vietnam.bmp
Yemen=100010010000xxxx,12,Yemen.bmp
Yugoslavia=010011000xxxxxxx,9,Yugoslavia.bmp
Zambia=000010001010xxxx,12,Zambia.bmp
Zimbabwe=00000000010000xx,14,Zimbabwe.bmp
